"Census Tract","FIPS Code","Formatted FIPS","Estimated percent of households with no internet access, between"
"06037218800, CA","06037218800","=""06037218800""","19.96"
"06037209200, CA","06037209200","=""06037209200""","8.27"
"06037228210, CA","06037228210","=""06037228210""","32.80"
"06037534404, CA","06037534404","=""06037534404""","19.57"
"06037216401, CA","06037216401","=""06037216401""","5.76"
"06037301204, CA","06037301204","=""06037301204""","26.05"
"06037221900, CA","06037221900","=""06037221900""","19.51"
"06037186202, CA","06037186202","=""06037186202""","6.05"
"06037239701, CA","06037239701","=""06037239701""","21.72"
"06037210010, CA","06037210010","=""06037210010""","36.84"
"06037573004, CA","06037573004","=""06037573004""","26.71"
"06037191820, CA","06037191820","=""06037191820""","12.56"
"06037191810, CA","06037191810","=""06037191810""","16.04"
"06037701202, CA","06037701202","=""06037701202""","4.10"
"06037228710, CA","06037228710","=""06037228710""","32.66"
"06037190301, CA","06037190301","=""06037190301""","11.17"
"06037228720, CA","06037228720","=""06037228720""","20.40"
"06037575102, CA","06037575102","=""06037575102""","30.40"
"06037534802, CA","06037534802","=""06037534802""","14.18"
"06037195802, CA","06037195802","=""06037195802""","9.49"
"06037186404, CA","06037186404","=""06037186404""","10.75"
"06037575202, CA","06037575202","=""06037575202""","23.22"
"06037297201, CA","06037297201","=""06037297201""","7.98"
"06037533701, CA","06037533701","=""06037533701""","32.00"
"06037125401, CA","06037125401","=""06037125401""","12.43"
"06037264102, CA","06037264102","=""06037264102""","1.09"
"06037238310, CA","06037238310","=""06037238310""","27.75"
"06037189101, CA","06037189101","=""06037189101""","8.59"
"06037571703, CA","06037571703","=""06037571703""","26.20"
"06037199201, CA","06037199201","=""06037199201""","21.85"
"06037213402, CA","06037213402","=""06037213402""","26.68"
"06037120108, CA","06037120108","=""06037120108""","29.50"
"06037197600, CA","06037197600","=""06037197600""","5.16"
"06037218210, CA","06037218210","=""06037218210""","22.63"
"06037534406, CA","06037534406","=""06037534406""","17.70"
"06037534302, CA","06037534302","=""06037534302""","9.95"
"06037533203, CA","06037533203","=""06037533203""","10.12"
"06037265510, CA","06037265510","=""06037265510""","0.00"
"06037211420, CA","06037211420","=""06037211420""","9.57"
"06037294820, CA","06037294820","=""06037294820""","20.14"
"06037221500, CA","06037221500","=""06037221500""","23.75"
"06037191120, CA","06037191120","=""06037191120""","26.29"
"06037232110, CA","06037232110","=""06037232110""","27.09"
"06037183610, CA","06037183610","=""06037183610""","13.78"
"06037117408, CA","06037117408","=""06037117408""","20.28"
"06037302504, CA","06037302504","=""06037302504""","22.60"
"06037195803, CA","06037195803","=""06037195803""","5.02"
"06037212900, CA","06037212900","=""06037212900""","12.60"
"06037533201, CA","06037533201","=""06037533201""","22.63"
"06037239801, CA","06037239801","=""06037239801""","10.41"
"06037221601, CA","06037221601","=""06037221601""","21.07"
"06037534804, CA","06037534804","=""06037534804""","11.64"
"06037201504, CA","06037201504","=""06037201504""","13.63"
"06037224200, CA","06037224200","=""06037224200""","27.68"
"06037554103, CA","06037554103","=""06037554103""","16.01"
"06037531604, CA","06037531604","=""06037531604""","26.46"
"06037228220, CA","06037228220","=""06037228220""","21.58"
"06037211122, CA","06037211122","=""06037211122""","8.52"
"06037189902, CA","06037189902","=""06037189902""","5.58"
"06037127520, CA","06037127520","=""06037127520""","22.28"
"06037576904, CA","06037576904","=""06037576904""","7.78"
"06037600303, CA","06037600303","=""06037600303""","30.45"
"06037554104, CA","06037554104","=""06037554104""","14.38"
"06037120030, CA","06037120030","=""06037120030""","33.11"
"06037218702, CA","06037218702","=""06037218702""","20.57"
"06037134305, CA","06037134305","=""06037134305""","7.96"
"06037221210, CA","06037221210","=""06037221210""","21.97"
"06037224420, CA","06037224420","=""06037224420""","34.79"
"06037239602, CA","06037239602","=""06037239602""","21.28"
"06037212610, CA","06037212610","=""06037212610""","10.15"
"06037215101, CA","06037215101","=""06037215101""","4.22"
"06037134521, CA","06037134521","=""06037134521""","19.85"
"06037139503, CA","06037139503","=""06037139503""","8.73"
"06037208610, CA","06037208610","=""06037208610""","13.20"
"06037275101, CA","06037275101","=""06037275101""","8.72"
"06037575902, CA","06037575902","=""06037575902""","19.83"
"06037195902, CA","06037195902","=""06037195902""","2.49"
"06037239320, CA","06037239320","=""06037239320""","16.39"
"06037533300, CA","06037533300","=""06037533300""","26.04"
"06037533103, CA","06037533103","=""06037533103""","31.53"
"06037533107, CA","06037533107","=""06037533107""","15.94"
"06037214400, CA","06037214400","=""06037214400""","2.64"
"06037533104, CA","06037533104","=""06037533104""","33.81"
"06037208402, CA","06037208402","=""06037208402""","15.36"
"06037192510, CA","06037192510","=""06037192510""","8.86"
"06037302004, CA","06037302004","=""06037302004""","25.58"
"06037541606, CA","06037541606","=""06037541606""","19.80"
"06037124902, CA","06037124902","=""06037124902""","17.21"
"06037139302, CA","06037139302","=""06037139302""","11.03"
"06037236203, CA","06037236203","=""06037236203""","28.33"
"06037540400, CA","06037540400","=""06037540400""","13.35"
"06037213202, CA","06037213202","=""06037213202""","25.02"
"06037269904, CA","06037269904","=""06037269904""","8.89"
"06037237500, CA","06037237500","=""06037237500""","23.81"
"06037228320, CA","06037228320","=""06037228320""","25.53"
"06037117510, CA","06037117510","=""06037117510""","19.32"
"06037195804, CA","06037195804","=""06037195804""","6.33"
"06037265602, CA","06037265602","=""06037265602""","5.84"
"06037554105, CA","06037554105","=""06037554105""","17.52"
"06037293307, CA","06037293307","=""06037293307""","20.35"
"06037213201, CA","06037213201","=""06037213201""","17.85"
"06037269601, CA","06037269601","=""06037269601""","10.82"
"06037533202, CA","06037533202","=""06037533202""","13.27"
"06037221710, CA","06037221710","=""06037221710""","33.58"
"06037119341, CA","06037119341","=""06037119341""","19.83"
"06037302503, CA","06037302503","=""06037302503""","21.05"
"06037117520, CA","06037117520","=""06037117520""","9.19"
"06037189201, CA","06037189201","=""06037189201""","12.30"
"06037124105, CA","06037124105","=""06037124105""","31.11"
"06037211802, CA","06037211802","=""06037211802""","10.70"
"06037124104, CA","06037124104","=""06037124104""","18.98"
"06037123204, CA","06037123204","=""06037123204""","26.41"
"06037124204, CA","06037124204","=""06037124204""","20.45"
"06037124203, CA","06037124203","=""06037124203""","24.32"
"06037192420, CA","06037192420","=""06037192420""","4.38"
"06037124103, CA","06037124103","=""06037124103""","27.33"
"06037234901, CA","06037234901","=""06037234901""","23.73"
"06037237720, CA","06037237720","=""06037237720""","26.16"
"06037190801, CA","06037190801","=""06037190801""","22.23"
"06037208620, CA","06037208620","=""06037208620""","16.94"
"06037207103, CA","06037207103","=""06037207103""","31.11"
"06037533702, CA","06037533702","=""06037533702""","23.62"
"06037602506, CA","06037602506","=""06037602506""","13.71"
"06037231710, CA","06037231710","=""06037231710""","34.54"
"06037576903, CA","06037576903","=""06037576903""","14.60"
"06037573002, CA","06037573002","=""06037573002""","28.12"
"06037602505, CA","06037602505","=""06037602505""","26.75"
"06037576403, CA","06037576403","=""06037576403""","16.53"
"06037576402, CA","06037576402","=""06037576402""","24.70"
"06037576401, CA","06037576401","=""06037576401""","24.57"
"06037575402, CA","06037575402","=""06037575402""","15.07"
"06037576302, CA","06037576302","=""06037576302""","17.81"
"06037602507, CA","06037602507","=""06037602507""","11.01"
"06037203720, CA","06037203720","=""06037203720""","32.26"
"06037231210, CA","06037231210","=""06037231210""","24.57"
"06037602504, CA","06037602504","=""06037602504""","12.81"
"06037204820, CA","06037204820","=""06037204820""","29.88"
"06037575802, CA","06037575802","=""06037575802""","26.21"
"06037190510, CA","06037190510","=""06037190510""","13.32"
"06037294810, CA","06037294810","=""06037294810""","19.51"
"06037534403, CA","06037534403","=""06037534403""","21.15"
"06037221120, CA","06037221120","=""06037221120""","26.52"
"06037535503, CA","06037535503","=""06037535503""","18.35"
"06037214901, CA","06037214901","=""06037214901""","4.55"
"06037124903, CA","06037124903","=""06037124903""","8.09"
"06037213310, CA","06037213310","=""06037213310""","23.53"
"06037191410, CA","06037191410","=""06037191410""","16.16"
"06037213320, CA","06037213320","=""06037213320""","25.75"
"06037265305, CA","06037265305","=""06037265305""","6.22"
"06037576503, CA","06037576503","=""06037576503""","10.90"
"06037272202, CA","06037272202","=""06037272202""","6.74"
"06037183820, CA","06037183820","=""06037183820""","14.39"
"06037192520, CA","06037192520","=""06037192520""","11.55"
"06037209300, CA","06037209300","=""06037209300""","29.22"
"06037576502, CA","06037576502","=""06037576502""","5.32"
"06037209102, CA","06037209102","=""06037209102""","33.74"
"06037221810, CA","06037221810","=""06037221810""","14.02"
"06037204420, CA","06037204420","=""06037204420""","28.81"
"06037204200, CA","06037204200","=""06037204200""","36.17"
"06037207101, CA","06037207101","=""06037207101""","12.86"
"06037533106, CA","06037533106","=""06037533106""","25.56"
"06037204410, CA","06037204410","=""06037204410""","27.11"
"06037195901, CA","06037195901","=""06037195901""","3.57"
"06037269602, CA","06037269602","=""06037269602""","10.94"
"06037224320, CA","06037224320","=""06037224320""","43.02"
"06037139504, CA","06037139504","=""06037139504""","7.05"
"06037576501, CA","06037576501","=""06037576501""","23.93"
"06037195720, CA","06037195720","=""06037195720""","18.53"
"06037212620, CA","06037212620","=""06037212620""","16.66"
"06037571600, CA","06037571600","=""06037571600""","44.47"
"06037127103, CA","06037127103","=""06037127103""","19.29"
"06037205110, CA","06037205110","=""06037205110""","42.36"
"06037212502, CA","06037212502","=""06037212502""","8.77"
"06037267404, CA","06037267404","=""06037267404""","3.88"
"06037269903, CA","06037269903","=""06037269903""","9.56"
"06037226410, CA","06037226410","=""06037226410""","27.04"
"06037203710, CA","06037203710","=""06037203710""","24.03"
"06037532606, CA","06037532606","=""06037532606""","17.29"
"06037228410, CA","06037228410","=""06037228410""","19.92"
"06037228420, CA","06037228420","=""06037228420""","32.03"
"06037269907, CA","06037269907","=""06037269907""","2.46"
"06037242100, CA","06037242100","=""06037242100""","33.42"
"06037191301, CA","06037191301","=""06037191301""","14.89"
"06037191110, CA","06037191110","=""06037191110""","27.23"
"06037211410, CA","06037211410","=""06037211410""","10.93"
"06037208801, CA","06037208801","=""06037208801""","39.22"
"06037191720, CA","06037191720","=""06037191720""","16.79"
"06037204120, CA","06037204120","=""06037204120""","23.11"
"06037141303, CA","06037141303","=""06037141303""","5.00"
"06037208502, CA","06037208502","=""06037208502""","26.19"
"06037540201, CA","06037540201","=""06037540201""","28.09"
"06037272201, CA","06037272201","=""06037272201""","6.84"
"06037189905, CA","06037189905","=""06037189905""","6.28"
"06037214502, CA","06037214502","=""06037214502""","2.86"
"06037215102, CA","06037215102","=""06037215102""","2.91"
"06037207302, CA","06037207302","=""06037207302""","24.61"
"06037532604, CA","06037532604","=""06037532604""","17.18"
"06037267403, CA","06037267403","=""06037267403""","2.66"
"06037190520, CA","06037190520","=""06037190520""","12.84"
"06037192620, CA","06037192620","=""06037192620""","17.68"
"06037208501, CA","06037208501","=""06037208501""","19.04"
"06037195903, CA","06037195903","=""06037195903""","5.71"
"06037269905, CA","06037269905","=""06037269905""","3.09"
"06037302003, CA","06037302003","=""06037302003""","23.29"
"06037221110, CA","06037221110","=""06037221110""","33.33"
"06037221303, CA","06037221303","=""06037221303""","17.24"
"06037533502, CA","06037533502","=""06037533502""","22.36"
"06037106407, CA","06037106407","=""06037106407""","29.24"
"06037214503, CA","06037214503","=""06037214503""","4.42"
"06037209520, CA","06037209520","=""06037209520""","36.10"
"06037264103, CA","06037264103","=""06037264103""","5.19"
"06037106408, CA","06037106408","=""06037106408""","13.70"
"06037208401, CA","06037208401","=""06037208401""","33.20"
"06037236204, CA","06037236204","=""06037236204""","34.38"
"06037216402, CA","06037216402","=""06037216402""","11.61"
"06037191620, CA","06037191620","=""06037191620""","32.22"
"06037191420, CA","06037191420","=""06037191420""","10.56"
"06037221304, CA","06037221304","=""06037221304""","22.65"
"06037190201, CA","06037190201","=""06037190201""","23.77"
"06037603004, CA","06037603004","=""06037603004""","14.51"
"06037119342, CA","06037119342","=""06037119342""","8.71"
"06037209401, CA","06037209401","=""06037209401""","35.56"
"06037211121, CA","06037211121","=""06037211121""","6.87"
"06037212204, CA","06037212204","=""06037212204""","26.88"
"06037190202, CA","06037190202","=""06037190202""","22.50"
"06037208802, CA","06037208802","=""06037208802""","21.61"
"06037120107, CA","06037120107","=""06037120107""","30.96"
"06037269906, CA","06037269906","=""06037269906""","0.77"
"06037120106, CA","06037120106","=""06037120106""","26.80"
"06037212202, CA","06037212202","=""06037212202""","22.08"
"06037212304, CA","06037212304","=""06037212304""","15.49"
"06037191203, CA","06037191203","=""06037191203""","25.30"
"06037221820, CA","06037221820","=""06037221820""","3.28"
"06037117405, CA","06037117405","=""06037117405""","14.73"
"06037191204, CA","06037191204","=""06037191204""","21.28"
"06037117407, CA","06037117407","=""06037117407""","30.87"
"06037575803, CA","06037575803","=""06037575803""","20.17"
"06037213401, CA","06037213401","=""06037213401""","23.17"
"06037533105, CA","06037533105","=""06037533105""","13.91"
"06037211320, CA","06037211320","=""06037211320""","12.67"
"06037211804, CA","06037211804","=""06037211804""","18.48"
"06037212101, CA","06037212101","=""06037212101""","12.20"
"06037535606, CA","06037535606","=""06037535606""","16.19"
"06037211704, CA","06037211704","=""06037211704""","19.79"
"06037211703, CA","06037211703","=""06037211703""","6.76"
"06037208902, CA","06037208902","=""06037208902""","34.89"
"06037209510, CA","06037209510","=""06037209510""","25.70"
"06037224310, CA","06037224310","=""06037224310""","38.79"
"06037211202, CA","06037211202","=""06037211202""","8.75"
"06037209820, CA","06037209820","=""06037209820""","35.12"
"06037533503, CA","06037533503","=""06037533503""","22.44"
"06037208710, CA","06037208710","=""06037208710""","11.01"
"06037190401, CA","06037190401","=""06037190401""","9.45"
"06037208720, CA","06037208720","=""06037208720""","36.73"
"06037212306, CA","06037212306","=""06037212306""","24.67"
"06037189904, CA","06037189904","=""06037189904""","6.51"
"06037208903, CA","06037208903","=""06037208903""","51.72"
"06037190402, CA","06037190402","=""06037190402""","17.20"
"06037212410, CA","06037212410","=""06037212410""","17.84"
"06037212303, CA","06037212303","=""06037212303""","15.43"
"06037209810, CA","06037209810","=""06037209810""","32.96"
"06037265303, CA","06037265303","=""06037265303""","2.10"
"06037211310, CA","06037211310","=""06037211310""","5.98"
"06037212420, CA","06037212420","=""06037212420""","14.85"
"06037211803, CA","06037211803","=""06037211803""","3.67"
"06037211201, CA","06037211201","=""06037211201""","5.98"
"06037120103, CA","06037120103","=""06037120103""","29.60"
"06037212102, CA","06037212102","=""06037212102""","22.83"
"06037209403, CA","06037209403","=""06037209403""","36.54"
"06037211910, CA","06037211910","=""06037211910""","8.93"
"06037209402, CA","06037209402","=""06037209402""","49.11"
"06037207501, CA","06037207501","=""06037207501""","1.29"
"06037265304, CA","06037265304","=""06037265304""","4.65"
"06037209103, CA","06037209103","=""06037209103""","35.78"
"06037119340, CA","06037119340","=""06037119340""","36.71"
"06037208904, CA","06037208904","=""06037208904""","44.77"
"06037212305, CA","06037212305","=""06037212305""","20.32"
"06037212203, CA","06037212203","=""06037212203""","33.06"
"06037208301, CA","06037208301","=""06037208301""","33.45"
"06037211922, CA","06037211922","=""06037211922""","3.92"
"06037211921, CA","06037211921","=""06037211921""","12.07"
"06037189903, CA","06037189903","=""06037189903""","2.91"
"06037212501, CA","06037212501","=""06037212501""","16.41"
"06037209104, CA","06037209104","=""06037209104""","28.50"

"Location: Los Angeles (County, 2010)"

"Census Tract Boundary Year: 2010"

"Indicator source: Census"
"http://www.policymap.com/our-data-directory.html#Census:%20Decennial%20Census%20and%20American%20Community%20Survey%20(ACS)"

"When using PolicyMap data in your work, please consult the Terms of Use and the instructions for Citing Us:"
"https://www.policymap.com/terms/"
"https://www.policymap.com/citing/"
